District Name,Zone,Geographical Region,Development Region,Measure Names,Unit,Measure Values
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48022,26.91
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48021,30.32
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48015,38.81
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48014,20.22
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48013,34.05
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48012,24.22
Nawalparasi,Lumbini,Terai,Western,Percent of poor,48011,16.16
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48161,38361.608
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48153,50841.65900000001
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48152,26430.315
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48151,29215.687
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48144,43661.127
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48143,28616.922
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48142,29768.803
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48141,27072.939
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48133,30850.479
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48132,45150.557
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48131,28996.447
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48123,43741.188
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48122,31413.319
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48121,30237.866
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48114,26822.733
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48113,46655.09400000001
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48112,38533.919
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48111,27686.268
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48103,27782.181
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48102,25668.973
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48101,23826.272
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48092,26558.696
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48091,26768.945
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48083,28377.093
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48082,31017.942000000006
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48081,35495.376000000004
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48075,38335.005
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48074,26378.135
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48073,41431.406
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48072,28502.426
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48071,34859.584
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48065,47293.944
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48064,44625.912
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48063,34799.65
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48062,30459.778
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48061,22288.214
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48054,37746.065
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48053,54605.95
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48052,31897.295
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48051,39681.878
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48044,52260.976
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48043,39404.557
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48042,41372.996
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48041,32007.695
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48032,27485.283
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48031,56869.225
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48024,26988.682
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48023,26305.047
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48022,29138.488
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48021,27132.423
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48015,24684.481
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48014,31390.314
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48013,26092.428
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48012,29606.464
Nawalparasi,Lumbini,Terai,Western,Average per capita consumption (NR),48011,33837.177
Nuwakot,Bagmati,Hill,Central,Number of poor,28141,1575.7048
Nuwakot,Bagmati,Hill,Central,Number of poor,28133,1452.4762
Nuwakot,Bagmati,Hill,Central,Number of poor,28132,2208.676
Nuwakot,Bagmati,Hill,Central,Number of poor,28131,1740.9304
Nuwakot,Bagmati,Hill,Central,Number of poor,28124,468.4962
Nuwakot,Bagmati,Hill,Central,Number of poor,28123,713.1738
Nuwakot,Bagmati,Hill,Central,Number of poor,28122,1513.5471
Nuwakot,Bagmati,Hill,Central,Number of poor,28121,2371.88
Nuwakot,Bagmati,Hill,Central,Number of poor,28112,1391.7286
Nuwakot,Bagmati,Hill,Central,Number of poor,28111,1676.7478
Nuwakot,Bagmati,Hill,Central,Number of poor,28103,1885.9616
Nuwakot,Bagmati,Hill,Central,Number of poor,28102,1392.435
Nuwakot,Bagmati,Hill,Central,Number of poor,28101,1608.8112
Nuwakot,Bagmati,Hill,Central,Number of poor,28094,346.9179
Nuwakot,Bagmati,Hill,Central,Number of poor,28093,1522.24
Nuwakot,Bagmati,Hill,Central,Number of poor,28092,887.4366
Nuwakot,Bagmati,Hill,Central,Number of poor,28091,1541.568
Nuwakot,Bagmati,Hill,Central,Number of poor,28082,1392.4839
Nuwakot,Bagmati,Hill,Central,Number of poor,28081,859.6568
Nuwakot,Bagmati,Hill,Central,Number of poor,28074,873.4474
Nuwakot,Bagmati,Hill,Central,Number of poor,28073,532.7296
Nuwakot,Bagmati,Hill,Central,Number of poor,28072,876.1856
Nuwakot,Bagmati,Hill,Central,Number of poor,28071,495.5662
Nuwakot,Bagmati,Hill,Central,Number of poor,28062,1698.5176
Nuwakot,Bagmati,Hill,Central,Number of poor,28061,1192.413
Nuwakot,Bagmati,Hill,Central,Number of poor,28052,508.0125
Nuwakot,Bagmati,Hill,Central,Number of poor,28051,2515.98
Nuwakot,Bagmati,Hill,Central,Number of poor,28042,5024.0790000000015
Nuwakot,Bagmati,Hill,Central,Number of poor,28041,1971.1456
Nuwakot,Bagmati,Hill,Central,Number of poor,28031,6915.4515
Nuwakot,Bagmati,Hill,Central,Number of poor,28025,859.4778
Nuwakot,Bagmati,Hill,Central,Number of poor,28024,610.0805
Nuwakot,Bagmati,Hill,Central,Number of poor,28023,569.888
Nuwakot,Bagmati,Hill,Central,Number of poor,28022,705.8018
Nuwakot,Bagmati,Hill,Central,Number of poor,28021,769.9666
Nuwakot,Bagmati,Hill,Central,Number of poor,28013,354.5262
Nuwakot,Bagmati,Hill,Central,Number of poor,28012,1418.7742
Nuwakot,Bagmati,Hill,Central,Number of poor,28011,1474.0452
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28141,0.0029
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28133,0.0352
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28132,0.0244
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28131,0.0312
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28124,0.0154
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28123,0.0241
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28122,0.026
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28121,0.0342
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28112,0.0114
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28111,0.0163
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28103,0.0101
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28102,0.0182
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28101,0.0318
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28094,0.0026
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28093,0.0068
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28092,0.0154
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28091,0.0245
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28082,0.0047
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28081,0.0072
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28074,0.0075
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28073,0.0172
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28072,0.0153
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28071,0.0128
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28062,0.0076
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28061,0.0121
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28052,0.0096
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28051,0.013
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28042,0.0115
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28041,0.0141
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28031,0.0135
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28025,0.0074
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28024,0.0144
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28023,0.0098
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28022,0.0202
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28021,0.0171
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28013,0.0147
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28012,0.0171
Nuwakot,Bagmati,Hill,Central,Severity of poverty,28011,0.0179
Nuwakot,Bagmati,Hill,Central,Poverty gap,28141,0.0104
Nuwakot,Bagmati,Hill,Central,Poverty gap,28133,0.1023
Nuwakot,Bagmati,Hill,Central,Poverty gap,28132,0.0768
Nuwakot,Bagmati,Hill,Central,Poverty gap,28131,0.0932
Nuwakot,Bagmati,Hill,Central,Poverty gap,28124,0.0492
Nuwakot,Bagmati,Hill,Central,Poverty gap,28123,0.0702
Nuwakot,Bagmati,Hill,Central,Poverty gap,28122,0.077
Nuwakot,Bagmati,Hill,Central,Poverty gap,28121,0.0974
Nuwakot,Bagmati,Hill,Central,Poverty gap,28112,0.038
Nuwakot,Bagmati,Hill,Central,Poverty gap,28111,0.0527
Nuwakot,Bagmati,Hill,Central,Poverty gap,28103,0.0341
Nuwakot,Bagmati,Hill,Central,Poverty gap,28102,0.0568
Nuwakot,Bagmati,Hill,Central,Poverty gap,28101,0.0944
Nuwakot,Bagmati,Hill,Central,Poverty gap,28094,0.0103
Nuwakot,Bagmati,Hill,Central,Poverty gap,28093,0.0243
Nuwakot,Bagmati,Hill,Central,Poverty gap,28092,0.0504
Nuwakot,Bagmati,Hill,Central,Poverty gap,28091,0.0761
Nuwakot,Bagmati,Hill,Central,Poverty gap,28082,0.0172
Nuwakot,Bagmati,Hill,Central,Poverty gap,28081,0.0256
Nuwakot,Bagmati,Hill,Central,Poverty gap,28074,0.0269
Nuwakot,Bagmati,Hill,Central,Poverty gap,28073,0.056
Nuwakot,Bagmati,Hill,Central,Poverty gap,28072,0.0505
Nuwakot,Bagmati,Hill,Central,Poverty gap,28071,0.0438
Nuwakot,Bagmati,Hill,Central,Poverty gap,28062,0.0269
Nuwakot,Bagmati,Hill,Central,Poverty gap,28061,0.0409
Nuwakot,Bagmati,Hill,Central,Poverty gap,28052,0.0329
Nuwakot,Bagmati,Hill,Central,Poverty gap,28051,0.0437
Nuwakot,Bagmati,Hill,Central,Poverty gap,28042,0.0387
Nuwakot,Bagmati,Hill,Central,Poverty gap,28041,0.0464
Nuwakot,Bagmati,Hill,Central,Poverty gap,28031,0.0446
Nuwakot,Bagmati,Hill,Central,Poverty gap,28025,0.026
Nuwakot,Bagmati,Hill,Central,Poverty gap,28024,0.0456
Nuwakot,Bagmati,Hill,Central,Poverty gap,28023,0.0335
Nuwakot,Bagmati,Hill,Central,Poverty gap,28022,0.063
Nuwakot,Bagmati,Hill,Central,Poverty gap,28021,0.0538
Nuwakot,Bagmati,Hill,Central,Poverty gap,28013,0.0469
Nuwakot,Bagmati,Hill,Central,Poverty gap,28012,0.0549
Nuwakot,Bagmati,Hill,Central,Poverty gap,28011,0.0564
Nuwakot,Bagmati,Hill,Central,Percent of poor,28141,5.96
Nuwakot,Bagmati,Hill,Central,Percent of poor,28133,42.26
Nuwakot,Bagmati,Hill,Central,Percent of poor,28132,35.17
Nuwakot,Bagmati,Hill,Central,Percent of poor,28131,39.82
Nuwakot,Bagmati,Hill,Central,Percent of poor,28124,23.46
Nuwakot,Bagmati,Hill,Central,Percent of poor,28123,29.58
Nuwakot,Bagmati,Hill,Central,Percent of poor,28122,33.17
Nuwakot,Bagmati,Hill,Central,Percent of poor,28121,39.4
Nuwakot,Bagmati,Hill,Central,Percent of poor,28112,19.07
Nuwakot,Bagmati,Hill,Central,Percent of poor,28111,25.34
Nuwakot,Bagmati,Hill,Central,Percent of poor,28103,17.44
Nuwakot,Bagmati,Hill,Central,Percent of poor,28102,26.1
Nuwakot,Bagmati,Hill,Central,Percent of poor,28101,40.08
Nuwakot,Bagmati,Hill,Central,Percent of poor,28094,6.51
Nuwakot,Bagmati,Hill,Central,Percent of poor,28093,13.4
Nuwakot,Bagmati,Hill,Central,Percent of poor,28092,24.61
Nuwakot,Bagmati,Hill,Central,Percent of poor,28091,34.41
Nuwakot,Bagmati,Hill,Central,Percent of poor,28082,9.93
Nuwakot,Bagmati,Hill,Central,Percent of poor,28081,13.96
Nuwakot,Bagmati,Hill,Central,Percent of poor,28074,14.89
Nuwakot,Bagmati,Hill,Central,Percent of poor,28073,26.96
Nuwakot,Bagmati,Hill,Central,Percent of poor,28072,25.12
Nuwakot,Bagmati,Hill,Central,Percent of poor,28071,22.67
Nuwakot,Bagmati,Hill,Central,Percent of poor,28062,14.78
Nuwakot,Bagmati,Hill,Central,Percent of poor,28061,20.81
Nuwakot,Bagmati,Hill,Central,Percent of poor,28052,17.25
Nuwakot,Bagmati,Hill,Central,Percent of poor,28051,22.07
Nuwakot,Bagmati,Hill,Central,Percent of poor,28042,19.71
Nuwakot,Bagmati,Hill,Central,Percent of poor,28041,22.73
Nuwakot,Bagmati,Hill,Central,Percent of poor,28031,22.15
Nuwakot,Bagmati,Hill,Central,Percent of poor,28025,14.03
Nuwakot,Bagmati,Hill,Central,Percent of poor,28024,21.55
Nuwakot,Bagmati,Hill,Central,Percent of poor,28023,17.6
Nuwakot,Bagmati,Hill,Central,Percent of poor,28022,28.82
Nuwakot,Bagmati,Hill,Central,Percent of poor,28021,25.22
Nuwakot,Bagmati,Hill,Central,Percent of poor,28013,22.41
Nuwakot,Bagmati,Hill,Central,Percent of poor,28012,26.09
Nuwakot,Bagmati,Hill,Central,Percent of poor,28011,26.28
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28141,52704.998
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28133,23449.471
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28132,25317.37
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28131,24075.702
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28124,30687.637
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28123,28911.357000000004
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28122,26466.754
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28121,24928.657000000007
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28112,32728.456
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28111,29118.22
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28103,34125.787000000004
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28102,29695.235
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28101,24004.506
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28094,43960.251
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28093,36497.049
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28092,29234.861
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28091,25235.733
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28082,39596.983
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28081,36321.873
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28074,33859.104
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28073,28113.727000000006
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28072,28466.587000000003
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28071,29357.554
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28062,34505.979
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28061,31234.252
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28052,33026.557
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28051,30303.905
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28042,32048.69
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28041,30314.082
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28031,30939.88
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28025,35572.157
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28024,31856.039
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28023,32145.594
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28022,28205.556
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28021,29190.155
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28013,30843.116
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28012,28916.428
Nuwakot,Bagmati,Hill,Central,Average per capita consumption (NR),28011,29050.366
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12112,1001.992
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12111,1712.8584
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12102,1157.1813
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12101,1545.469
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12093,466.485
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12092,1603.9648
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12091,2541.4818
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12082,3415.1328
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12081,1562.6143
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12072,1265.4642
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12071,1158.969
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12062,793.9778
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12061,1135.3764
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12052,1103.9364
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12051,466.361
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12042,1035.177
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12041,834.9264
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12032,219.7888
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12031,1288.0102
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12022,916.4925
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12021,1734.264
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12012,740.7746
Okhaldhunga,Sagarmatha,Hill,Eastern,Number of poor,12011,2321.738
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12112,0.0114
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12111,0.0146
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12102,0.0109
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12101,0.0189
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12093,0.006
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12092,0.0142
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12091,0.0211
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12082,0.0208
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12081,0.0118
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12072,0.0118
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12071,0.0075
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12062,0.0055
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12061,0.0086
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12052,0.0109
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12051,0.0055
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12042,0.011
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12041,0.0061
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12032,0.0019
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12031,0.006999999999999999
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12022,0.0088
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12021,0.0241
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12012,0.0136
Okhaldhunga,Sagarmatha,Hill,Eastern,Severity of poverty,12011,0.0158
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12112,0.039
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12111,0.0486
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12102,0.0376
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12101,0.062
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12093,0.0231
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12092,0.0469
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12091,0.0672
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12082,0.0668
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12081,0.0399
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12072,0.0396
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12071,0.0266
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12062,0.0206
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12061,0.0309
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12052,0.0378
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12051,0.0204
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12042,0.0372
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12041,0.0216
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12032,0.0073
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12031,0.0255
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12022,0.0303
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12021,0.0759
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12012,0.046
Okhaldhunga,Sagarmatha,Hill,Eastern,Poverty gap,12011,0.0523
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12112,20.08
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12111,24.03
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12102,19.59
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12101,29.98
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12093,13.7
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12092,22.94
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12091,31.18
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12082,31.32
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12081,20.27
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12072,20.02
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12071,14.46
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12062,11.99
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12061,17.13
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12052,19.88
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12051,11.9
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12042,19.05
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12041,11.88
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12032,4.46
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12031,14.27
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12022,15.87
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12021,34.72
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12012,23.42
Okhaldhunga,Sagarmatha,Hill,Eastern,Percent of poor,12011,25.7
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12112,32040.032000000007
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12111,29738.442000000006
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12102,32169.213
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12101,27058.198
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12093,34141.06
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12092,30891.849
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12091,27013.739
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12082,26607.771
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12081,31620.163
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12072,31951.904
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12071,35187.896
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12062,35591.15
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12061,32322.968
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12052,31019.448
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12051,35742.919
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12042,32490.423
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12041,37587.917
Okhaldhunga,Sagarmatha,Hill,Eastern,Average per capita consumption (NR),12032,53557.532
